"codename","card_codename","set_codename","en_flavor","cn_flavor","illustrator","position","quantity","released_by"
"34001","strike_fund","the_automata_initiative","""If you want to put your money where your mouth is, there are some picketers who could use your support.""","“如果您想证明您所言非虚，我们倒确实有一些纠察队用得上您的钱。”","Phill Simpson","1","3","null_signal_games"
"34002","the_price","the_automata_initiative","""You ask how we can even try to stop them? A simple answer: not alone.""
—Sebastião Souza Pessoa","“你问我们如何才能阻止他们？简单六字: 避免单打独斗。”
—塞巴斯蒂昂·索萨·佩索阿","Phill Simpson","2","3","null_signal_games"
"34003","solidarity_badge","the_automata_initiative","It is hard, once free, to learn when to call for help.","获取自由后最难学会的一件事，就是何时寻求帮助。","Anna Butova","3","3","null_signal_games"
"34004","audrey_v2","the_automata_initiative","""What do you want from me, blood?""
—S3ym0ur","“你想从我这儿得到什么，血吗？”
—卅莫尔","Júlio Rocha","4","3","null_signal_games"
"34005","banner","the_automata_initiative","Above the maze of smoke and swinging fists, they saw the banner waving.","现场浓烟四起，拳脚横行，乱如迷宫。但他们始终能见到旗帜飘扬在上方。","BalanceSheet","5","3","null_signal_games"
"34006","monkeywrench","the_automata_initiative","Random sabotage accomplishes little; better to strike their weakest points again and again.","无头苍蝇般盲目破坏收效甚微; 针对弱点的反复冲击方为上策。","Ed Mattinian","6","3","null_signal_games"
"34007","eru_ayase_pessoa","the_automata_initiative","Luciana loved it when mamãe and papai finished work early, so they could all go home together.","卢西亚娜喜欢爸爸和妈妈早点下班，这样他们就可以一起回家。","Dimik","7","3","null_signal_games"
"34008","hannah_wheels_pilintra","the_automata_initiative","""How far shall we go this time?""","“这趟儿需要到哪？”","Olie Boldador","8","3","null_signal_games"
"34009","lago_paranoa_shelter","the_automata_initiative","""Animals, tea, meetings, dead drops. Paranoá has you covered, so we keep them covered.""
—Sebastião Souza Pessoa","“动物、茶歇、会议、秘密交接点。帕拉诺阿罩着我们，所以我们也要罩着它。”
—塞巴斯蒂昂·索萨·佩索阿","Dimik","9","3","null_signal_games"
"34010","mercury_chrome_libertador","the_automata_initiative","I decided; I am free.","我意已决; 我已自由。","Matheus Calza","10","1","null_signal_games"
"34011","chrysopoeian_skimming","the_automata_initiative","Even the tiniest scrap of data can become the key to riches.","再小的零碎数据，都可能成为致富的关键。","Oliver Morit","11","3","null_signal_games"
"34012","s_dobrado","the_automata_initiative","","","Scott Uminga","12","3","null_signal_games"
"34013","capybara","the_automata_initiative","""One day I looked into the mirror and saw not my own reflection, but a new friend eager to help me.""
—Mercury","“某天我照镜子，发现里面的人不是我，而是一位渴望帮助我的新朋友。”
—墨丘利","Anthony Hutchings","13","3","null_signal_games"
"34014","hermes","the_automata_initiative","This world is not beautiful, and yet that is why it is.","世界并不美丽，但正因如此，世界才如此美丽。","Martin de Diego Sádaba","14","3","null_signal_games"
"34015","curupira","the_automata_initiative","Take only what you need.","适可而止。","Júlio Rocha","15","3","null_signal_games"
"34016","laser_pointer","the_automata_initiative","Dazzle. Disorient. Disappear.","闪光。闪瞎。闪人。","BalanceSheet","16","3","null_signal_games"
"34017","saci","the_automata_initiative","I am life, I am sun,
Iʼm a trap, Iʼm a gun,
Iʼm the wind in the dust,
Iʼm the devil that you trust.","我是生命，我是太阳，
我是陷阱，我是把枪，
我是大风，尘土飞扬，
我是恶魔，伴你身旁。","Anthony Hutchings","17","3","null_signal_games"
"34018","shibboleth","the_automata_initiative","""Corporate security regards me as merely another Nico, and that shall ever be their mistake.""
—Mercury","“公司安保部门把我当成另一个尼可，那他们就大错特错了。”
—墨丘利","Ed Mattinian","18","3","null_signal_games"
"34019","debbie_downtown_moreira","the_automata_initiative","","","Wyn Lacabra","19","3","null_signal_games"
"34020","arissana_rocha_nahu_street_artist","the_automata_initiative","Art knows no borders.","艺术无边界。","Matheus Calza","20","1","null_signal_games"
"34021","joy_ride","the_automata_initiative","","<strong>由2020年美洲锦标赛冠军Jason Ford设计</strong>","João Queiroz","21","3","null_signal_games"
"34022","airbladex_jsrf_ed","the_automata_initiative","","","Martin de Diego Sádaba","22","3","null_signal_games"
"34023","lilypad","the_automata_initiative","Leaps and bounds better than the competition!","技术领先如青蛙跳跃！","Martin de Diego Sádaba","23","3","null_signal_games"
"34024","living_mural","the_automata_initiative","","","Adam S. Doyle","24","3","null_signal_games"
"34025","pichacao","the_automata_initiative","""From up here, I can see everything. And from down there, everyone can see this.""
—Víbora","“在顶上，我能看见一切。而在底下，每个人都能看见我的涂鸦。
—毒蛇","Adam S. Doyle","25","3","null_signal_games"
"34026","slap_vandal","the_automata_initiative","""I consider it an improvement.""
—Arissana Rocha Nahu","“我觉得这样更好看。”
—阿里萨娜·罗查·纳胡","Adam S. Doyle","26","3","null_signal_games"
"34027","umbrella","the_automata_initiative","""However bad it gets out there, know that weʼll still have each other.""
—Tom ""Spider"" Milhas","“我顶着防火墙，只想为你撑伞。”
—汤姆·“蜘蛛”·米尔斯","BalanceSheet","27","3","null_signal_games"
"34028","beatriz_friere_gonzalez","the_automata_initiative","""And who can tell me what sort of practical applications this has?""","“那么，大家有谁知道它的实际应用吗？”","Wyn Lacabra","28","3","null_signal_games"
"34029","urban_art_vernissage","the_automata_initiative","""...and here, we can see an excellent example of meta neo-Gemeosianism.""","“……而这件展品，是元新式双子主义派画作的一个绝佳例子。”","Oliver Morit","29","3","null_signal_games"
"34030","bahia_bands","the_automata_initiative","","","Anna Butova","30","3","null_signal_games"
"34031","salvo_testing","the_automata_initiative","""Yes, that explosion was quite loud. May I pour you another drink?""","“确实，刚刚的爆炸声好大。您需要再来杯饮料吗？”","Kira L. Nguyen","31","3","null_signal_games"
"34032","stegodon_mk_iv","the_automata_initiative","Exceeding expectations for armor superiority.","装甲精良，超乎想象。","Vitalii Ostaschenko","32","3","null_signal_games"
"34033","wage_workers","the_automata_initiative","""Free"" as in markets, ""cheap"" as in beer.","“自由市场”般“自由”，“廉价啤酒”般“廉价”。","Oliver Morit","33","3","null_signal_games"
"34034","ablative_barrier","the_automata_initiative","","","Ed Mattinian","34","3","null_signal_games"
"34035","jaguarundi","the_automata_initiative","""Hey Br3n-N, just doing the hourly check-in. I saw a weird cyber-echo near your last node. You OK, mate?""
—Moth","“嘿Br3n-N，现在进行每时例行状态确认。我在你最后一个节点附近观测到了奇怪的赛博回声。你还好吗，伙计？”
—蛾子","Cat Shen","35","3","null_signal_games"
"34036","m_i_c","the_automata_initiative","We make these arms for all, so that none who oppose peace would risk their own destruction.","我们为所有人制造这些武器，这样反对和平的人便不敢冒着自取灭亡的风险贸然起事。","Bruno Balixa","36","3","null_signal_games"
"34037","greasing_the_palm","the_automata_initiative","""Haas-Bioroid deeply appreciates your assistance in locating our... employee.""","“哈斯生化诚挚感谢您帮助寻找我们的……失踪员工。”","Dave Lee","37","3","null_signal_games"
"34038","vovo_ozetti","the_automata_initiative","","","João Queiroz","38","3","null_signal_games"
"34039","a_teia_ip_recovery","the_automata_initiative","Caveant Fugitivi.","天网恢恢。","Marlon Ruiz","39","1","null_signal_games"
"34040","fujii_asset_retrieval","the_automata_initiative","Deep down, she knew Benício wasnʼt coming back.","内心深处，她知道本尼西奥再也回不来了。","Emilio Rodríguez","40","3","null_signal_games"
"34041","front_company","the_automata_initiative","""Do you take walk-ins?""","“可以不用预约直接过来吗？”","Mauricio Herrera","41","3","null_signal_games"
"34042","attini","the_automata_initiative","","","Cat Shen","42","3","null_signal_games"
"34043","phoneutria","the_automata_initiative","The construct turns to you, eyes wild. ""Beloved,"" it asks, ""is that you?""","组构体转向你，眼中烁出异样的光芒。“亲爱的，”它问道，“是你吗？”","Marlon Ruiz","43","3","null_signal_games"
"34044","tatu_bola","the_automata_initiative","Next!","下一位！
<strong>由2020年洲际锦标赛冠军Yannick Stucki设计</strong>","Cat Shen","44","3","null_signal_games"
"34045","mindscaping","the_automata_initiative","""When you stretch a mind it expands, sometimes until it snaps.""
—Adrian Seis","“对心灵施以张力，便能开阔思维，且结果往往以精神崩溃而告终。”
—阿德里安·赛斯","Ferenc Patkós","45","3","null_signal_games"
"34046","adrian_seis","the_automata_initiative","","","João Queiroz","46","3","null_signal_games"
"34047","daniela_jorge_inacio","the_automata_initiative","""They call me turncoat. I call them broke.""","“他们骂我背叛，我笑他们穷光蛋。”","Clara Kaufmann","47","3","null_signal_games"
"34048","epiphany_analytica_nations_undivided","the_automata_initiative","Results, Delivered.","结论，送达。","Marlon Ruiz","48","1","null_signal_games"
"34049","oracle_thinktank","the_automata_initiative","""You really thought weʼd let you keep this data?""
—The Holo Man","“你以为我们会让你留着这些数据吗？”
—全息人","Kira L. Nguyen","49","3","null_signal_games"
